member,bias
11044,-1.2044173622840362
40305,-2.972837642043755
7931,-2.0494105115246
623,1.2561171443887016
6694,3.1504942685594237
1215,-2.7775519453754898
22372,-1.5748827371141219
2862,1.8949639091209471
8239,-2.411444423120076
6836,-0.6062910598890384
5761,-2.4335909344364612
3292,0.9083930206363232
5437,1.5137611804264233
22514,-1.926792388566454
10351,1.597952547107386
3298,2.119069702293433
7632,-4.342683379921727
41301,10.011566215075268
7782,-5.911314337756901
5651,-0.8097948977463353
1160,-1.0904731550354667
1583,1.790999713566347
4922,4.692260905912906
14067,2.8417340454112425
4205,-1.8387130633279445
9536,2.050408050220084
6852,-1.4063457007227085
4355,1.755961351389488
22360,6.164062641615745
810,-1.1860365649489821
9073,1.4785047992844318
7044,-1.6829633747193804
9865,3.6762819994459797
14903,-5.754239050081635
3636,4.30160822616197
9325,-3.0999706271495056
4187,1.6783167631440723
4671,-1.9552802751266918
3317,2.145151845610683
7835,-2.9328101493299945
2052,-0.09525510595929111
447,-3.658726933513345
6030,-2.251107055798817
3592,-1.5227717199895467
6358,-1.4274142566074317
2548,1.636231164572296
22535,2.781863638777533
10414,2.504574246432865
8939,-1.3345752136632063
5920,-0.3768856975168086
9794,2.215055221918542
3909,-0.5847049005060216
10509,0.49292567429210665
1067,-1.2488950434760329
3542,-1.419946973738998
7592,-0.8446093819113752
9543,1.5397270514344314
10294,-1.680060414906541
8458,3.232874402038791
10157,4.138947179221064
14209,5.722697336381813
12020,-5.782416458428844
1086,2.0237620295913894
29707,3.5603194126609172
5484,-2.642645000535191
4446,-1.736852150136595
5409,3.302011855171903
3130,-0.48792314951594307
6449,-1.8547188749139332
488,-0.764867470589949
2867,-0.8229299918265445
21527,-2.775234649890043
769,-1.572117271815054
5619,-2.759959546289097
5714,-0.6228253861337391
20933,1.5759222141195641
4908,0.6538740787053383
10128,-1.2043980877701304
22371,1.9510899315265888
4189,3.3254807853445554
10097,-0.7975693641486257
2880,-2.0496047227589154
3737,-1.7070597923041573
6382,1.079954222548937
9641,1.45798413795364
14824,4.993865141059801
4216,-1.7237364266633557
3373,1.4288132233973674
6569,2.7203712537286147
1135,2.012713041182192
22125,-5.323998434221946
4609,-0.08483844906401998
6031,-2.523137570077585
10101,3.7368004654254556
2496,-4.7256478146312295
4709,1.8710764850338448
7185,-2.7397846903687704
8254,0.19348316158885875
9553,1.738874100083713
2254,-1.846981380347123
10202,-0.9466662802153687
5940,-2.3403031312024343
10455,-2.326848377753905
9638,3.683329440165477
6337,-1.6534429358230478
4272,1.7215839374831488
3680,3.275028780250874
92484,2.3675949798465132
20909,-3.8216388482610713
15109,-0.8534524548426272
2855,-2.48471453077114
1747,-2.2856164911894084
2658,2.1442839469657233
1732,1.5078543626077814
14679,0.13180483110103156
6641,-0.6342260963126606
585,1.9632540437519852
5452,0.5146109671769667
3533,-1.139330044718362
4862,3.781287853238783
9934,-1.9523949005526011
21556,-1.4882482127745955
7658,1.6371630284146057
4677,0.5650320541542627
688,0.6186894011950267
22556,2.117641323173269
2717,-1.4533037402878162
2906,-1.6388642769868373
21974,-4.129034037256833
324,-1.5601490273354754
8270,0.09098906376202522
3266,0.706003403108444
7174,0.8215570440205174
9012,1.6406642308200112
7680,2.476217507221253
6792,5.641513187538195
14516,4.572244818417952
8692,2.2382744576579685
29705,3.3227033456310755
9876,0.68680274476028
14833,3.8737492167120227
454,2.6572484815016213
6200,-2.257661584417933
9571,-1.3329344425910967
21180,-4.063908434049135
1455,2.529767747930542
795,0.48260734291191226
1060,-1.665252701255533
10176,-1.3831100925128152
6608,-0.4213306088342742
1795,3.462870388283905
9470,-1.829475755944966
14203,2.1656788361725767
6653,-1.387938226228545
8271,3.290599701449456
4197,1.1467180963320802
5214,1.654739743101203
99893,1.4943783353339872
6910,-3.0843808441234457
809,1.068700556776461
7533,4.121746870914494
7941,1.8836771801770862
3862,-1.196212553620859
20749,3.152540533453849
2577,-1.3227211713621478
7242,-2.7978378234885426
10168,0.8411088721528961
451,1.1645632828209234
2361,-0.802438313912952
4261,1.7958091656723636
1359,3.0873300988709813
14619,-0.00418625507618739
7419,2.863817395087707
208,-2.8500070300427893
10217,3.0615868563350817
4266,1.2676441373662575
6214,0.729997021609754
9464,1.509627032727587
5009,-0.7757281117675586
6116,-2.343945917225454
8436,1.7808522812810357
4878,1.6131636372397968
14922,3.65264393989667
21328,-1.4983665582629662
8367,-0.19601775485623002
2427,-1.8376602659413503
9858,1.4350975505186088
4768,-2.2735830741580365
1452,-0.62713555165222
29766,-4.161650014533766
6295,3.109185096438181
5954,1.7953472849228576
10230,2.9096169483013328
6237,0.6579575160241549
6231,-1.6067419489617405
2353,2.9149778121697794
10381,-2.6330093150658564
258,-0.7344349194640706
22158,3.9353910409417865
9861,3.5040173018135334
5406,0.3290207637090589
7478,3.1067668105539967
21713,3.108944945803402
2424,-1.9430142242690456
4025,-0.6105310209245025
7487,-1.981633059758779
8803,-1.5371661751975811
7488,-1.3734678875176005
5073,-0.9762272241642352
2984,-2.5406509902544747
10318,-4.069555293589083
4028,-1.1307169417658727
298,2.161166127436131
2421,2.1560956328950027
6933,-0.8935138113584883
7649,3.6643699524196895
6736,-0.12237208766436589
4642,-3.094700523135703
29939,-3.4791545419976715
2551,-2.0597201409497754
9172,-1.6168019145731352
4008,-3.2487483461059
10560,0.13696268809645257
21342,3.923668321410002
8735,1.7433048039434618
20300,-2.2156054059933665
7917,-0.7994075880034572
2023,2.430387273405973
9331,-2.341836638166372
2010,-1.1817076789060394
6139,0.6149524745163506
21168,-1.2926833669964197
11029,-4.043808030833772
1379,1.4390473147192737
1034,-3.1448877027879485
9650,-1.3073367286238342
1131,-1.4174223059978006
7706,0.4412569079479495
5207,1.3083907715516423
14631,3.16083004055872
29319,4.480321977448325
1290,-4.2179263873137485
4666,0.9234980124947147
559,-1.827267044183769
1064,1.5161352088403959
29577,-1.8456926359872727
6929,2.242805566525455
9421,2.5460358501616596
6949,1.6378866139680242
21504,5.648410086756085
3511,-1.2715732505954365
29383,5.158178556378219
8285,-2.3685176843774127
5694,-1.8918429256519633
6283,-0.8735144162290134
15079,6.940004012212497
4734,-1.1718392893725484
91043,3.128034385119575
3645,-4.542421367881937
2520,-4.190851129300043
5154,1.4829778713386041
4483,-0.9506314745059061
6570,-1.5986357372512445
436,-0.8725037913687395
2376,1.596182888155882
4573,1.838649972142273
20925,-2.4781984209039005
7360,1.5507083226576661
8949,1.6601473913512468
9215,1.0502371070109071
5049,-2.494678201410404
1054,4.0998733057612515
1957,-4.3955427694792615
5483,2.2402736243321595
736,-0.9405003589771275
6007,2.3859913702236195
2388,1.3072898148952738
4511,0.9716970578728384
9052,-0.5005994446422272
4771,-0.9050250583772548
9120,1.338501376600526
4168,-0.5564787982933873
3735,-0.9205725080555852
5005,3.7767653460177466
6005,-2.3598207100553172
9,1.0438382634849237
3363,-3.356780267651195
29357,-0.667168099828453
985,-2.91701745959737
5968,-3.041938808053938
796,-2.26964681055953
8755,-0.16084720131701513
29305,1.5459658821145539
2927,2.3260315278778068
7951,1.4865931911420547
9700,-1.340236647069689
1197,-1.4494204702853706
8450,0.5097047551080801
8514,2.092625596636484
10746,-0.21837705602989188
6346,-3.41024767206291
8062,1.8456315330468518
14438,-1.2097909863777296
9197,-0.7997120447095055
2407,4.839443459629185
6878,0.22299757146628008
5321,2.0629734386905505
9042,-1.561914908568675
6576,1.509714708955611
5425,-0.9846357258318684
29924,4.638909966337604
14855,-0.8469433656618707
14431,4.060775267888629
6085,2.0378719738615496
4860,-2.3563550677038645
21157,-0.8120744748795681
4946,-1.1142188779352946
354,-0.18974644862693402
5260,3.471124055566751
283,-3.5433461398041266
4481,1.4614183184085567
2856,-2.7750383634286226
4212,-0.005358826646816721
8860,-0.8543732761575644
4654,1.8551763745522818
7461,-1.1493155043509726
2818,-2.6224015669093355
13042,-2.3860932339850343
4003,-2.37713221863916
10163,-2.0758740347295452
5048,0.6950582926497516
2961,3.1620234323586787
6328,2.6186358961612037
6982,1.699299801064936
20334,-1.0842183126693317
6474,-1.7339005243039076
40902,-4.69788355422613
2810,-2.135153996361391
7961,2.093373978249364
649,2.6732705755846586
5181,1.696255941515374
